"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"13451512","JH252273","2024-04-30T15:45:00.000","039XX W CHICAGO AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false","1112","011","37","23","08B","1149775","1905050","2024","2024-05-08T15:41:27.000","41.895372185","-87.725362479","
,  
(41.895372185, -87.725362479)"
"13446115","JH245789","2024-04-30T15:45:00.000","039XX W 79TH ST","0560","ASSAULT","SIMPLE","SCHOOL - PUBLIC GROUNDS","false","false","0834","008","18","70","08A","1151370","1851889","2024","2024-05-08T15:41:27.000","41.749460005","-87.72089612","
,  
(41.749460005, -87.72089612)"
"13446184","JH245892","2024-04-30T15:45:00.000","050XX N WESTERN AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","2031","020","40","4","06","1159444","1933520","2024","2024-05-08T15:41:27.000","41.973302248","-87.689064714","
,  
(41.973302248, -87.689064714)"
"13447921","JH247135","2024-04-30T15:41:00.000","025XX W Moffat St","0820","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","false","false","1434","014","1","22","06","1159243","1912209","2024","2024-05-08T15:41:27.000","41.914827691","-87.690391641","
,  
(41.914827691, -87.690391641)"
"13445466","JH244879","2024-04-30T15:40:00.000","005XX E 35TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","false","true","0212","002","4","35","08B","1180685","1881905","2024","2024-05-08T15:41:27.000","41.831203853","-87.612552184","
,  
(41.831203853, -87.612552184)"
"13445339","JH244858","2024-04-30T15:40:00.000","0000X W CTA 95TH ST LN","5131","OTHER OFFENSE","VIOLENT OFFENDER - ANNUAL REGISTRATION","CTA STATION","true","false","0634","006","9","49","26","1177765","1842365","2024","2024-05-08T15:41:27.000","41.722768695","-87.624461642","
,  
(41.722768695, -87.624461642)"
"13445448","JH245026","2024-04-30T15:36:00.000","024XX E SOUTH SHORE DR","0460","BATTERY","SIMPLE","HOSPITAL BUILDING / GROUNDS","false","false","0334","003","7","43","08B","1193632","1858368","2024","2024-05-08T15:41:27.000","41.766309046","-87.565820675","
,  
(41.766309046, -87.565820675)"
"13446794","JH244973","2024-04-30T15:33:00.000","040XX E 134TH ST","1330","CRIMINAL TRESPASS","TO LAND","OTHER (SPECIFY)","false","false","0433","004","10","55","26","1204544","1816604","2024","2024-05-08T15:41:27.000","41.651431329","-87.527258234","
,  
(41.651431329, -87.527258234)"
"13445567","JH244889","2024-04-30T15:32:00.000","078XX S WESTERN AVE","0495","BATTERY","AGGRAVATED OF A SENIOR CITIZEN","RESTAURANT","false","false","0835","008","18","70","04B","1161737","1852700","2024","2024-05-08T15:41:27.000","41.751476738","-87.682884461","
,  
(41.751476738, -87.682884461)"
"13445507","JH244965","2024-04-30T15:31:00.000","001XX N STATE ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","0111","001","34","32","06","1176352","1900927","2024","2024-05-08T15:41:27.000","41.883500187","-87.627876698","
,  
(41.883500187, -87.627876698)"
"13446298","JH246035","2024-04-30T15:30:00.000","091XX S LAFAYETTE AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","0634","006","9","49","06","1177544","1844277","2024","2024-05-08T15:41:27.000","41.728020463","-87.625213524","
,  
(41.728020463, -87.625213524)"
"13445771","JH245158","2024-04-30T15:30:00.000","011XX W PRATT BLVD","1242","DECEPTIVE PRACTICE","COMPUTER FRAUD","APARTMENT","false","false","2432","024","49","1","11","1167339","1945336","2024","2024-05-08T15:41:27.000","42.005559032","-87.659691304","
,  
(42.005559032, -87.659691304)"
"13446016","JH244880","2024-04-30T15:30:00.000","0000X E 101ST PL","0560","ASSAULT","SIMPLE","RESIDENCE","false","false","0511","005","9","49","08A","1178423","1837687","2024","2024-05-08T15:41:27.000","41.70991675","-87.622193006","
,  
(41.70991675, -87.622193006)"
"13445455","JH244884","2024-04-30T15:26:00.000","050XX W JACKSON BLVD","0460","BATTERY","SIMPLE","SCHOOL - PRIVATE BUILDING","false","false","1533","015","28","25","08B","1142522","1898193","2024","2024-05-08T15:41:27.000","41.876693689","-87.752171843","
,  
(41.876693689, -87.752171843)"
"13445331","JH244875","2024-04-30T15:25:00.000","002XX S COLUMBUS DR","0870","THEFT","POCKET-PICKING","SIDEWALK","false","false","0114","001","42","32","06","1178314","1899218","2024","2024-05-08T15:41:27.000","41.878766117","-87.620724284","
,  
(41.878766117, -87.620724284)"
"13445387","JH244873","2024-04-30T15:20:00.000","069XX S ASHLAND AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false","0735","007","17","67","08B","1166880","1858661","2024","2024-05-08T15:41:27.000","41.767726292","-87.663867778","
,  
(41.767726292, -87.663867778)"
"13445319","JH244838","2024-04-30T15:18:00.000","057XX S DAMEN AVE","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","STREET","false","false","0715","007","15","67","15","1164004","1866689","2024","2024-05-08T15:41:27.000","41.789817132","-87.674184077","
,  
(41.789817132, -87.674184077)"
"13445301","JH244855","2024-04-30T15:18:00.000","032XX N LINCOLN AVE","0810","THEFT","OVER $500","COMMERCIAL / BUSINESS OFFICE","false","false","1922","019","32","6","06","1164844","1921771","2024","2024-05-08T15:41:27.000","41.940949316","-87.669542364","
,  
(41.940949316, -87.669542364)"
"13449558","JH250027","2024-04-30T15:17:00.000","048XX N MAGNOLIA AVE","0460","BATTERY","SIMPLE","APARTMENT","false","false","2033","020","46","3","08B","1167057","1932694","2024","2024-05-08T15:41:27.000","41.970875157","-87.661093881","
,  
(41.970875157, -87.661093881)"
"13447191","JH247014","2024-04-30T15:17:00.000","015XX W 43RD ST","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0924","009","11","61","14","1166597","1876208","2024","2024-05-08T15:41:27.000","41.815883421","-87.664404653","
,  
(41.815883421, -87.664404653)"
"13447930","JH247204","2024-04-30T15:15:00.000","025XX W Moffat St","0820","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","false","false","1434","014","1","22","06","1159243","1912209","2024","2024-05-08T15:41:27.000","41.914827691","-87.690391641","
,  
(41.914827691, -87.690391641)"
"13445590","JH244825","2024-04-30T15:15:00.000","080XX S MARSHFIELD AVE","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE - YARD (FRONT / BACK)","false","false","0611","006","17","71","04B","1166739","1851447","2024","2024-05-08T15:41:27.000","41.747933097","-87.66459016","
,  
(41.747933097, -87.66459016)"
"13445597","JH245114","2024-04-30T15:15:00.000","034XX S PRAIRIE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0211","002","4","35","14","1178498","1882168","2024","2024-05-08T15:41:27.000","41.831975619","-87.620568359","
,  
(41.831975619, -87.620568359)"
"13448331","JH248516","2024-04-30T15:11:00.000","032XX W 61ST ST","1206","DECEPTIVE PRACTICE","THEFT BY LESSEE, MOTOR VEHICLE","COMMERCIAL / BUSINESS OFFICE","false","false","0823","008","14","66","11","1155978","1863999","2024","2024-05-08T15:41:27.000","41.78260047","-87.70368551","
,  
(41.78260047, -87.70368551)"
"13446713","JH245571","2024-04-30T15:08:00.000","076XX S CICERO AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","0833","008","18","65","06","1145727","1853720","2024","2024-05-08T15:41:27.000","41.754592961","-87.741528537","
,  
(41.754592961, -87.741528537)"
"13446172","JH245857","2024-04-30T15:00:00.000","013XX W TAYLOR ST","1220","DECEPTIVE PRACTICE","THEFT OF LOST / MISLAID PROPERTY","STREET","false","false","1231","012","28","28","11","1167456","1895700","2024","2024-05-08T15:41:27.000","41.869352917","-87.660693695","
,  
(41.869352917, -87.660693695)"
"13445402","JH244940","2024-04-30T15:00:00.000","034XX W DOUGLAS BLVD","0560","ASSAULT","SIMPLE","SCHOOL - PRIVATE GROUNDS","false","false","1021","010","24","29","08A","1153608","1893242","2024","2024-05-08T15:41:27.000","41.862894406","-87.711598886","
,  
(41.862894406, -87.711598886)"
"13445733","JH244891","2024-04-30T15:00:00.000","025XX S PULASKI RD","0320","ROBBERY","STRONG ARM - NO WEAPON","SIDEWALK","false","false","1013","010","22","30","03","1150119","1886630","2024","2024-05-08T15:41:27.000","41.844818885","-87.724578814","
,  
(41.844818885, -87.724578814)"
"13445452","JH244854","2024-04-30T15:00:00.000","029XX N MILWAUKEE AVE","0460","BATTERY","SIMPLE","STREET","false","false","2523","025","35","21","08B","1151662","1919709","2024","2024-05-08T15:41:27.000","41.935560905","-87.718045688","
,  
(41.935560905, -87.718045688)"
"13445336","JH244899","2024-04-30T15:00:00.000","0000X E DELAWARE PL","0810","THEFT","OVER $500","RESTAURANT","false","false","1833","018","42","8","06","1176296","1906628","2024","2024-05-08T15:41:27.000","41.899145291","-87.627910223","
,  
(41.899145291, -87.627910223)"
"13446217","JH245901","2024-04-30T15:00:00.000","108XX S DR MARTIN LUTHER KING JR DR","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","DRIVEWAY - RESIDENTIAL","false","false","0513","005","9","49","07","1180832","1833222","2024","2024-05-08T15:41:27.000","41.697609261","-87.613507612","
,  
(41.697609261, -87.613507612)"
"13445390","JH244904","2024-04-30T15:00:00.000","001XX E 71ST ST","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0323","003","6","69","08A","1178541","1857977","2024","2024-05-08T15:41:27.000","41.765592306","-87.621145976","
,  
(41.765592306, -87.621145976)"
"13445716","JH245352","2024-04-30T15:00:00.000","092XX S UNIVERSITY AVE","0630","BURGLARY","ATTEMPT FORCIBLE ENTRY","RESIDENCE","false","false","0413","004","8","47","05","1185489","1844037","2024","2024-05-08T15:41:27.000","41.727178835","-87.596117346","
,  
(41.727178835, -87.596117346)"
"13445376","JH244936","2024-04-30T15:00:00.000","013XX W 109TH PL","1710","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE / HEALTH OF CHILD","RESIDENCE","false","false","2234","022","21","75","20","1169268","1832150","2024","2024-05-08T15:41:27.000","41.694924933","-87.655879526","
,  
(41.694924933, -87.655879526)"
"13445375","JH244980","2024-04-30T15:00:00.000","064XX N RICHMOND ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","2412","024","50","2","14","1155499","1942548","2024","2024-05-08T15:41:27.000","41.998156018","-87.70332723","
,  
(41.998156018, -87.70332723)"
"13447357","JH246576","2024-04-30T15:00:00.000","008XX W IRVING PARK RD","0820","THEFT","$500 AND UNDER","HOSPITAL BUILDING / GROUNDS","false","false","1915","019","46","3","06","1169789","1926761","2024","2024-05-08T15:41:27.000","41.954535555","-87.651221802","
,  
(41.954535555, -87.651221802)"
"13445354","JH244908","2024-04-30T15:00:00.000","0000X E DELAWARE PL","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","false","false","1833","018","42","8","11","1176296","1906628","2024","2024-05-08T15:41:27.000","41.899145291","-87.627910223","
,  
(41.899145291, -87.627910223)"
"13448086","JH248221","2024-04-30T15:00:00.000","120XX S WENTWORTH AVE","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false","0523","005","9","53","06","1177105","1825092","2024","2024-05-08T15:41:27.000","41.675383989","-87.627397716","
,  
(41.675383989, -87.627397716)"
"13447123","JH246980","2024-04-30T15:00:00.000","071XX S MICHIGAN AVE","1750","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","APARTMENT","false","true","0323","003","6","69","08B","1178399","1857737","2024","2024-05-08T15:41:27.000","41.764936945","-87.621673727","
,  
(41.764936945, -87.621673727)"
"13445521","JH245185","2024-04-30T14:53:00.000","009XX W RANDOLPH ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1224","012","27","28","06","1169980","1901223","2024","2024-05-08T15:41:27.000","41.884453785","-87.651266342","
,  
(41.884453785, -87.651266342)"
"13445614","JH244951","2024-04-30T14:53:00.000","078XX S MARYLAND AVE","0461","BATTERY","AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY","SIDEWALK","false","false","0624","006","8","69","04B","1183262","1853171","2024","2024-05-08T15:41:27.000","41.752295588","-87.6039915","
,  
(41.752295588, -87.6039915)"
"13445536","JH244964","2024-04-30T14:50:00.000","043XX W WRIGHTWOOD AVE","0460","BATTERY","SIMPLE","SCHOOL - PUBLIC GROUNDS","false","false","2524","025","31","20","08B","1146828","1916920","2024","2024-05-08T15:41:27.000","41.928001461","-87.735882518","
,  
(41.928001461, -87.735882518)"
"13445367","JH244849","2024-04-30T14:50:00.000","066XX S MARYLAND AVE","0495","BATTERY","AGGRAVATED OF A SENIOR CITIZEN","SIDEWALK","false","false","0321","003","20","42","04B","1183037","1861071","2024","2024-05-08T15:41:27.000","41.773979206","-87.604570751","
,  
(41.773979206, -87.604570751)"
"13445463","JH244847","2024-04-30T14:33:00.000","034XX S DR MARTIN LUTHER KING JR DR","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","LIBRARY","false","false","0211","002","4","35","26","1179379","1882201","2024","2024-05-08T15:41:27.000","41.832046069","-87.617334891","
,  
(41.832046069, -87.617334891)"
"13445380","JH244901","2024-04-30T14:30:00.000","010XX E 46TH ST","0810","THEFT","OVER $500","STREET","false","false","0222","002","4","39","06","1183913","1874722","2024","2024-05-08T15:41:27.000","41.811418271","-87.600933224","
,  
(41.811418271, -87.600933224)"
"13445333","JH244836","2024-04-30T14:30:00.000","109XX S DOTY AVE W","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","0513","005","9","50","06","1185440","1832668","2024","2024-05-08T15:41:27.000","41.695982095","-87.596653142","
,  
(41.695982095, -87.596653142)"
"13445689","JH245136","2024-04-30T14:30:00.000","039XX W LAWRENCE AVE","0820","THEFT","$500 AND UNDER","APARTMENT","false","false","1723","017","33","14","06","1149058","1931603","2024","2024-05-08T15:41:27.000","41.968249849","-87.727306531","
,  
(41.968249849, -87.727306531)"
"13446308","JH245877","2024-04-30T14:30:00.000","048XX N TRIPP AVE","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","RESIDENCE","false","false","1712","017","39","14","11","1147174","1931911","2024","2024-05-08T15:41:27.000","41.969131383","-87.734226029","
,  
(41.969131383, -87.734226029)"
"13448454","JH248730","2024-04-30T14:30:00.000","035XX W 55TH ST","1750","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","SCHOOL - PUBLIC BUILDING","false","true","0822","008","14","63","08B","1153756","1867915","2024","2024-05-08T15:41:27.000","41.793390915","-87.711728299","
,  
(41.793390915, -87.711728299)"
"13445330","JH244848","2024-04-30T14:21:00.000","004XX S LARAMIE AVE","0560","ASSAULT","SIMPLE","CONVENIENCE STORE","false","false","1522","015","29","25","08A","1141799","1897416","2024","2024-05-08T15:41:27.000","41.874574905","-87.754845736","
,  
(41.874574905, -87.754845736)"
"13445270","JH244770","2024-04-30T14:15:00.000","014XX W CUYLER AVE","0810","THEFT","OVER $500","STREET","false","false","1912","019","47","6","06","1165892","1926993","2024","2024-05-08T15:41:27.000","41.955256394","-87.665541052","
,  
(41.955256394, -87.665541052)"
"13445353","JH244804","2024-04-30T14:15:00.000","050XX W WEST END AVE","0810","THEFT","OVER $500","STREET","false","true","1532","015","28","25","06","1142661","1900511","2024","2024-05-08T15:41:27.000","41.883051985","-87.751603783","
,  
(41.883051985, -87.751603783)"
"13445274","JH244774","2024-04-30T14:07:00.000","033XX W CHICAGO AVE","2027","NARCOTICS","POSSESS - CRACK","SIDEWALK","true","false","1121","011","27","23","18","1153800","1905131","2024","2024-05-08T15:41:27.000","41.89551524","-87.710577387","
,  
(41.89551524, -87.710577387)"
"13445487","JH244957","2024-04-30T14:05:00.000","035XX N BROADWAY","0460","BATTERY","SIMPLE","STREET","false","false","1925","019","46","6","08B","1171076","1923738","2024","2024-05-08T15:41:27.000","41.946212132","-87.646579678","
,  
(41.946212132, -87.646579678)"
"13445674","JH245177","2024-04-30T14:04:00.000","026XX N KILBOURN AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","true","2521","025","31","20","14","1145935","1917254","2024","2024-05-08T15:41:27.000","41.928935017","-87.739155489","
,  
(41.928935017, -87.739155489)"
"13446226","JH245721","2024-04-30T14:00:00.000","014XX S KEELER AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","1011","010","24","29","08B","1148617","1892784","2024","2024-05-08T15:41:27.000","41.861735321","-87.729932294","
,  
(41.861735321, -87.729932294)"
"13446365","JH246146","2024-04-30T14:00:00.000","049XX N HARDING AVE","0810","THEFT","OVER $500","STREET","false","false","1712","017","39","14","06","1149170","1932353","2024","2024-05-08T15:41:27.000","41.970305727","-87.726875189","
,  
(41.970305727, -87.726875189)"
"13445409","JH245019","2024-04-30T14:00:00.000","050XX S EAST END AVE","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","APARTMENT","false","false","0222","002","5","39","11","1188165","1871757","2024","2024-05-08T15:41:27.000","41.803181616","-87.585432024","
,  
(41.803181616, -87.585432024)"
"13445412","JH244979","2024-04-30T14:00:00.000","068XX W 63RD PL","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","RESIDENCE - GARAGE","false","false","0812","008","13","64","14","1131832","1861654","2024","2024-05-08T15:41:27.000","41.776616434","-87.792267799","
,  
(41.776616434, -87.792267799)"
"13445259","JH244794","2024-04-30T14:00:00.000","067XX N GREENVIEW AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","SCHOOL - PUBLIC BUILDING","false","false","2432","024","49","1","08A","1165051","1944766","2024","2024-05-08T15:41:27.000","42.004044032","-87.668125318","
,  
(42.004044032, -87.668125318)"
"13446059","JH245705","2024-04-30T14:00:00.000","016XX N CICERO AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","2533","025","37","25","08A","1144097","1910420","2024","2024-05-08T15:41:27.000","41.910216573","-87.746081598","
,  
(41.910216573, -87.746081598)"
"13446181","JH245911","2024-04-30T14:00:00.000","092XX S PRINCETON AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","APARTMENT","false","true","0634","006","9","49","26","1176291","1843775","2024","2024-05-08T15:41:27.000","41.726671103","-87.629818502","
,  
(41.726671103, -87.629818502)"
